Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,6,14/02/2018 08:47:15,474926,5,3,220,472,220,0,44,98.38699101,472,0,157.3333333,272.5093271,1457.069101,16.84472949,67846.57143,115645.7408,237162,15,474926,118731.5,136923.3658,237497,15,237732,118866,167663.5031,237422,310,0,0,0,0,168,104,10.52795593,6.316773561,0,472,76.88888889,165.0669898,27247.11111,0,0,0,1,0,0,0,0,0,86.5,44,157.3333333,0,0,0,0,0,0,5,220,3,472,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:16,477471,5,3,209,461,209,0,41.8,93.46764146,461,0,153.6666667,266.1584741,1403.226583,16.75494428,68210.14286,116178.2288,238389,17,477471,119367.75,137516.5082,238515,149,238887,119443.5,168454.7556,238559,328,0,0,0,0,168,104,10.47184017,6.283104105,0,461,74.44444444,160.5942956,25790.52778,0,0,0,1,0,0,0,0,0,83.75,41.8,153.6666667,0,0,0,0,0,0,5,209,3,461,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:16,512758,5,3,211,463,211,0,42.2,94.36206865,463,0,154.3333333,267.3131746,1314.460233,15.60190187,73251.14286,124959.4737,256188,10,512758,128189.5,148006.1061,256523,10,256563,128281.5,180935.1903,256222,341,0,0,0,0,168,104,9.75118867,5.850713202,0,463,74.88888889,161.4058893,26051.86111,0,0,0,1,0,0,0,0,0,84.25,42.2,154.3333333,0,0,0,0,0,0,5,211,3,463,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:17,476711,5,3,206,458,206,0,41.2,92.12600067,458,0,152.6666667,264.4264233,1392.877446,16.78165597,68101.57143,115977.2151,238034,16,476711,119177.75,137207.3656,238274,78,238033,119016.5,168007.8641,237816,217,0,0,0,0,168,104,10.48853498,6.293120989,0,458,73.77777778,159.3783061,25401.44444,0,0,0,1,0,0,0,0,0,83,41.2,152.6666667,0,0,0,0,0,0,5,206,3,458,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:17,476616,5,3,211,463,211,0,42.2,94.36206865,463,0,154.3333333,267.3131746,1414.136328,16.78500092,68088,115553.0733,237285,8,476616,119154,136576.9729,237558,8,237660,118830,167563.0939,237315,345,0,0,0,0,168,104,10.49062558,6.294375346,0,463,74.88888889,161.4058893,26051.86111,0,0,0,1,0,0,0,0,0,84.25,42.2,154.3333333,0,0,0,0,0,0,5,211,3,463,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:18,477161,5,3,211,463,211,0,42.2,94.36206865,463,0,154.3333333,267.3131746,1412.521141,16.76582956,68165.85714,116324.5305,238504,12,477161,119290.25,137729.5603,238719,12,238618,119309,168449.8058,238421,197,0,0,0,0,168,104,10.47864348,6.287186086,0,463,74.88888889,161.4058893,26051.86111,0,0,0,1,0,0,0,0,0,84.25,42.2,154.3333333,0,0,0,0,0,0,5,211,3,463,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:18,474670,5,3,214,466,214,0,42.8,95.70370944,466,0,155.3333333,269.0452254,1432.574209,16.85381423,67810,115371.2624,236717,15,474670,118667.5,136423.2214,236894,55,236992,118496,167297.2218,236793,199,0,0,0,0,168,104,10.53363389,6.320180336,0,466,75.55555556,162.624653,26446.77778,0,0,0,1,0,0,0,0,0,85,42.8,155.3333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:19,476608,5,3,209,461,209,0,41.8,93.46764146,461,0,153.6666667,266.1584741,1405.767423,16.78528266,68086.85714,116165.3577,238154,21,476608,119152,137536.3999,238349,28,238442,119221,168305.5561,238231,211,0,0,0,0,168,104,10.49080167,6.294480999,0,461,74.44444444,160.5942956,25790.52778,0,0,0,1,0,0,0,0,0,83.75,41.8,153.6666667,0,0,0,0,0,0,5,209,3,461,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:19,479249,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1423.059829,16.69278392,68464.14286,116522.1855,239061,18,479249,119812.25,137797.5927,239270,21,239238,119619,168903.7684,239052,186,0,0,0,0,168,104,10.43298995,6.259793969,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:20,475967,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1432.872447,16.80788794,67995.28571,115929.0811,237703,16,475967,118991.75,137195.538,237904,21,237915,118957.5,167975.3372,237734,181,0,0,0,0,168,104,10.50492996,6.302957978,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:20,477314,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1428.828821,16.76045538,68187.71429,116366.2974,238580,6,477314,119328.5,137774.2555,238694,6,238799,119399.5,168584.8632,238607,192,0,0,0,0,168,104,10.47528461,6.285170768,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:21,512063,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1331.867368,15.62307763,73151.85714,124592.6953,255566,19,512063,128015.75,147377.9371,255771,20,256458,128229,181088.6324,256278,180,0,0,0,0,168,104,9.764423518,5.858654111,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:21,476789,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1430.402128,16.77891059,68112.71429,116221.1447,238336,10,476789,119197.25,137614.0355,238389,10,238585,119292.5,168401.0155,238370,215,0,0,0,0,168,104,10.48681912,6.29209147,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:22,530813,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1284.821585,15.07122094,75830.42857,129270.254,265278,17,530813,132703.25,152977.4451,265301,17,265518,132759,187483.7062,265330,188,0,0,0,0,168,104,9.419513087,5.651707852,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:22,478007,5,3,216,468,216,0,43.2,96.59813663,468,0,156,270.199926,1430.941388,16.73615658,68286.71429,116521.3632,238871,14,478007,119501.75,137965.0904,239088,14,239086,119543,168784.9745,238892,194,0,0,0,0,168,104,10.46009786,6.276058719,0,468,76,163.4380617,26712,0,0,0,1,0,0,0,0,0,85.5,43.2,156,0,0,0,0,0,0,5,216,3,468,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:23,477602,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1427.96722,16.75034862,68228.85714,116321.4952,238515,19,477602,119400.5,137657.1292,238692,19,239063,119531.5,168798.4095,238890,173,0,0,0,0,168,104,10.46896789,6.281380731,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:23,474230,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1438.120743,16.86945153,67747.14286,115528.0967,237302,10,474230,118557.5,136770.5133,237325,10,237572,118786,167660.6747,237340,232,0,0,0,0,168,104,10.54340721,6.326044325,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:24,486451,5,3,214,466,214,0,42.8,95.70370944,466,0,155.3333333,269.0452254,1397.879745,16.44564406,69493,118598.2723,243823,7,486451,121612.75,140415.1168,243842,7,244037,122018.5,172295.7596,243850,187,0,0,0,0,168,104,10.27852754,6.167116524,0,466,75.55555556,162.624653,26446.77778,0,0,0,1,0,0,0,0,0,85,42.8,155.3333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:25,476455,5,3,214,466,214,0,42.8,95.70370944,466,0,155.3333333,269.0452254,1427.207186,16.79067278,68065,116132.4777,238080,15,476455,119113.75,137520.5543,238354,16,238341,119170.5,168195.9545,238103,238,0,0,0,0,168,104,10.49417049,6.296502293,0,466,75.55555556,162.624653,26446.77778,0,0,0,1,0,0,0,0,0,85,42.8,155.3333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:25,515384,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1323.285162,15.52240659,73626.28571,125642.4658,257553,20,515384,128846,148751.4297,257762,20,257799,128899.5,182015.6494,257604,195,0,0,0,0,168,104,9.701504121,5.820902473,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
80,6,14/02/2018 08:47:26,511506,5,3,215,467,215,0,43,96.15092303,467,0,155.6666667,269.6225757,1333.317693,15.64009024,73072.28571,124689.2321,256153,9,511506,127876.5,147627.1817,256171,9,256398,128199,180998.1228,256184,214,0,0,0,0,168,104,9.775056402,5.865033841,0,467,75.77777778,163.0312683,26579.19444,0,0,0,1,0,0,0,0,0,85.25,43,155.6666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0,0,0,0,0,0,0,0
